Formula,RT,Mass,Cpd,Antibase ID,CAS
C24H33N1O4,,399.241,Aspochalasin B; Asposterol B,3163,72363-47-4
C24H35N1O4,,401.2566,Aspochalasin D,3164,71968-02-0
C27H28O6,,448.1886,Aspulvinone C,3165,55215-35-5
C27H28O6,,448.1886,Aspulvinone D,3166,55215-37-7
C26H30O9,,486.189,Astellolide B,3167,78834-89-6
C34H34N2O4,,534.2519,Asterriquinone A-1; Dimethylasterriquinone,3168,60924-75-6
C39H42N2O4,,602.3145,Asterriquinone A-2; IFO 8835-2,3169,78723-14-5
C39H42N2O4,,602.3145,Asterriquinone A-4; IFO 8835-6,3170,78723-16-7
C34H34N2O4,,534.2519,Asterriquinone B-4; IFO 8835-14,3171,78723-17-8
C29H26N2O4,,466.1893,Asterriquinone C-1,3172,78723-18-9
C33H28O7,,536.1835,Asticolorin B,3173,93376-71-7
C41H53N1O15,,799.3415,Auramycin E,3174,83753-72-4
C41H53N1O14,,783.3466,Auramycin G,3175,83753-73-5
C35H43N1O12,,669.2785,Auramycin H; 3*-Deoxyauramycin C,3176,
C21H18O8,,398.1002,Auramycinone,3177,78173-89-4
C32H30O12,,606.1737,Aurasperone B,3178,41689-67-2
C59H84N2O20,,1140.5617,Aureofungin-A; Aureofungin; HA-496-A; Candimycin; Candimycin-A,3179,37217-65-5
C87H154N20O21S1,,1847.1318,Auromomycin; Macromomycin I,3180,70213-45-5
C25H32O9,,476.2046,Aurovertin G,3181,65256-31-7
C28H36O9,,516.2359,Austalide A,3182,81543-01-3
C30H38O11,,574.2414,Austalide C,3183,81543-03-5
C28H36O10,,532.2309,Austalide D,3184,81543-04-6
C28H36O10,,532.2309,Austalide E,3185,81543-05-7
C26H34O9,,490.2203,Austalide F,3186,
C28H38O9,,518.2516,Austalide G,3187,96817-09-3
C25H32O6,,428.2199,Austalide L,3188,87833-52-1
C25H30O8,,458.1941,Austinol,3189,72040-27-8
C23H22O7,,410.1366,Austocystin C,3190,55256-55-8
C22H20O8,,412.1158,Austocystin D,3191,55256-53-6
C23H22O8,,426.1315,Austocystin E,3192,55256-54-7
C78H128O31,,1560.844,Axenomycin-A; FJ-2604-A,3193,39394-08-6
C79H128O34S1,,1652.8008,Axenomycin-D; Axenomycin-B-sulphate-ester,3194,12640-36-7
C56H95N3O17,,1081.6662,Azalomycin F4a; Azalomycin F4; Imbricin-IV; LIA-0111-IV,3195,81545-42-8
C73H117N18O19S1,,1581.8463,Bacitracin-B,3196,1402-99-9
C34H29Br5N4O8,,1015.7902,Bastadin 2,3197,75513-47-2
C34H43N1O13,,673.2734,Baumycin A2; F5A,3198,64253-71-0
C34H41N1O14,,687.2527,Baumycin B2; F6B,3199,64312-53-4
C35H42N2O9,,634.289,Benzanthrin B,3200,
C51H51N15O14S1,,1129.3461,Berninamycin B,3201,58798-98-4
C21H34O5,,366.2406,Betaenone C,3202,85269-25-6
C23H38O6,,410.2668,Betaenone F; Acetylbetaenone B,3203,85269-24-5
C28H32O9,,512.2046,Bisvertinolone; Disorbimycin,3204,
C16H13N1O5,,299.0794,Bostrycoidin-9-methyl ether,3205,73590-03-1
C70H141N21O18,,1564.0763,Botryticidin A,3206,79805-21-3
C42H62N8O7S1,,822.4462,Bottromycin A2; Bottromycic A2 acid methyl ester; I-337B; MA 251C1,3207,15005-62-6
C16H24O3,,264.1725,Brefeldin-C; 7-Deoxybrefeldin-A,3208,73899-78-2
C21H23N3O3,,365.1739,Brevianamide D,3209,38136-69-5
C27H35N1O8,,501.2363,Bundlin-B; T-2636-A; Lankacidin-A; Acetylbundlin-A,3210,23477-98-7
C4H4N2O2,,112.0273,Butynediamide; Aquamycin; Cellocidin; Lenamycin; Acetylene dicarboxamide; Cellostatin; E-150; A-15,3211,543-21-5
C4N2,,76.0061,Butynedinitrile; Dicyanoacetylene,3212,1071-98-3
C13H16N2O6S1,,328.0729,C-1778-C; C5; Cephalosporin V; 7--4-Carboxybutanamido-3-acetoxy-methyl-3-cephem-4-carboxylic acid,3213,60758-77-2
C27H56N8O9,,636.417,Cairomycin C,3214,78922-12-0
C45H73N1O13,,835.5082,Candihexin A; Candihexin-I,3215,55070-21-8
C45H73N1O13,,835.5082,Candihexin B; Candihexin-II,3216,55070-22-9
C15H14O7,,306.074,Canescin B,3217,24319-86-6
C33H41N1O13,,659.2578,Carminomycin-II; 4-Hydroxybaumycin-A2; D-326-III; Rubeomycin-A; DF-4466-A; FA-1180-A; Rubomycin-A,3218,79748-23-5
C33H41N1O13,,659.2578,Carminomycin-III; 4-Hydroxybaumycin-A1; D-326-IV; Rubeomycin-A1; DF-4466-B; 4466-B; FA-1180-A1-Hy,3219,79748-24-6
C18H18N2O7S1,,406.0835,Cefaloram-5-oxide,3220,3595-25-3
C29H23N1O9,,529.1373,Cervinomycin A1; Am 5344A; AM 5344A1,3221,82658-23-9
C29H21N1O9,,527.1216,Cervinomycin A2; AM-5344-A2; 167-B,3222,82658-22-8
C44H77N9O9S1,,907.5565,Chandramycin,3223,
C46H80N2O13,,868.566,Chimeramycin B; PTL-448,3224,87092-83-9
C83H89Cl3N8O34,,1846.4547,Chloropolysporin B,3225,105650-11-1
C22H20O9,,428.1107,Chromocycline,3226,25312-41-8
C11H18O4,,214.1205,Citreodiol,3227,94120-03-3
C13H10O5,,246.0528,Citromycin,3228,37209-30-6
C12H20O4,,228.1362,Cladospolide B,3229,96443-55-9
C17H31Cl1N2O5S1,,410.1642,Clindamycin B,3230,18323-43-8
C23H50N4O6,,478.373,Colistin AH,3231,95145-23-6
C23H50N4O6,,478.373,Colistin AL,3232,95145-24-7
C22H48N4O6,,464.3574,Colistin BH,3233,95145-25-8
C22H48N4O6,,464.3574,Colistin BL,3234,95145-27-0
C23H50N4O5,,462.3781,Colistin pro-A; Procolistin A,3235,
C22H48N4O5,,448.3625,Colistin pro-B; Procolistin B,3236,
C22H48N4O5,,448.3625,Colistin pro-C; Procolistin C,3237,
C52H98N16O13,,1154.7499,Colistin-B; Polymyxin-E2,3238,
C52H98N16O13,,1154.7499,Colistin-C; Polymyxin E3,3239,77193-20-5
C18H23Cl1O5,,354.1234,Colletochlorin C,3240,53915-50-7
C14H18O6,,282.1103,Colletoketol,3241,50376-39-1
C18H26O5,,322.178,Colletorin A,3242,53915-48-3
C18H24O5,,320.1624,Colletorin C,3243,53915-49-4
C23H36O6,,408.2512,Coriolin-B,3244,33400-89-4
C23H34O7,,422.2305,Coriolin-C,3245,33400-90-7
C57H85N13O12S1,,1175.6161,Cortinarin B,3246,89286-74-8
C40H53N1O13,,755.3517,Cosmomycin A; Rhodilunancin A; Rhodilunanencin A; A 447C'; A-262-A; Cytorhodin E; Retamycin E1; TMF-518,3247,96705-22-5
C28H44O9,,524.2985,Cotylenin H,3248,70577-38-7
C33H54O9,,594.3768,Cotylenin I,3249,70475-95-5
C27H44O9,,512.2985,Cotylenin J; 6'-O-Demethylcotylenin E,3250,78181-60-9
C13H16O6,,268.0947,Curvin,3251,
C15H18N4O5,,334.1277,CX-1; Albomitomycin-C,3252,
C21H24N4O5,,412.1747,Cyanocycline F; Naphthocyanidine,3253,86022-90-4
C15H23N1O4,,281.1627,Cycloheximide; Actidione; Acti-Aid; Naramycin; Naramycin-A; NSC-185; A-67; Zygomycin-D; D-73-2; P-42-A; GS-700-II,3254,66-81-9
C26H33N3O5,,467.242,Cyclopiamine B,3255,72401-58-2
C62H111N11O11,,1185.8465,Cyclosporin F,3256,83574-28-1
C62H111N11O13,,1217.8363,Cyclosporin-C; 7-L-Threoninecyclosporin A,3257,59787-61-0
C63H113N11O12,,1215.857,Cyclosporin-D; 7-L-Valinecyclosporin A,3258,63775-96-2
C61H109N11O12,,1187.8257,Cyclosporin-E; 5-L-Valinecyclosporine A,3259,
C63H113N11O12,,1215.857,Cyclosporin-G; 7-L-Norvalinecyclosporin A,3260,74436-00-3
C62H111N11O12,,1201.8414,Cyclosporin-H; 5-(N-Methyl-D-valine)cyclosporin A,3261,83602-39-5
C62H111N11O12,,1201.8414,Cyclosporin-I; 4-L-Leucine-7-L-valinecyclosporin A,3262,83563-93-3
C63H113N11O11,,1199.8621,Cyclosporin-K,3263,
C61H109N11O12,,1187.8257,Cyclosporin-L,3264,
C63H113N11O12,,1215.857,"Cyclosporin-M; 7,10-Bis(L-norvaline)cyclosporin A",3265,
C61H109N11O12,,1187.8257,Cyclosporin-N-B; Cyclosporin-B; S-7481-F2,3266,63775-95-1
C62H111N11O12,,1201.8414,Cyclosporin-N; 4-L-Leucine-7-L-norvalinecyclosporin A,3267,
C60H109N11O11,,1159.8308,Cyclosporin-O,3268,
C61H109N11O13,,1203.8206,"Cyclosporin-P; 6-((2S,3R,4R,6E)-2-Amino-3-hydroxy-4-methyl-6- octenoic acid)-7-L-threoninecyclosporin A",3269,
C60H107N11O12,,1173.8101,Cyclosporin-Q; 9-L-Valinecyclosporin A,3270,
C60H107N11O12,,1173.8101,Cyclosporin-R,3271,
C61H109N11O12,,1187.8257,Cyclosporin-T,3272,
C61H109N11O12,,1187.8257,Cyclosporin-U,3273,
C63H113N11O12,,1215.857,Cyclosporin-V,3274,
C61H109N11O13,,1203.8206,Cyclosporin-W,3275,
C62H111N11O12,,1201.8414,Cyclosporin-X,3276,
C62H111N11O12,,1201.8414,Cyclosporin-Y,3277,
C61H111N11O11,,1173.8465,Cyclosporin-Z,3278,
C18H37N5O7S1,,467.2414,Cystamycin,3279,83764-34-5
C28H37N1O4,,451.2723,Cytochalasin-J; Daldinia cytochalasin I; Deacetylcytochalasin H; Kodo-cytochalasin-2; Paspalin-P,3280,53760-20-6
C27H29N1O10,,527.1791,D-788-3; 11-Deoxy-D-788-1,3281,
C26H27N1O7,,465.1788,D-788-4; R 20Y1; 11-Deoxy-D-788-2,3282,
C29H33N1O11,,571.2054,D-788-5,3283,
C15H23N1O4,,281.1627,D-Isocycloheximide; D-73-1,3284,6746-42-5
C29H51Fe1N5O10,,629.3636,Danomycin B,3285,
C21H18O8,,398.1002,Daunomycinone; Daunorubicinone; Leukaemomycinone,3286,21794-55-8
C16H21N3O7S1,,399.11,Deacetoxy-N-acetyl-cephalosporin C; N-Acetyldeacetoxycephalosporin C,3287,56974-21-1
C15H18O2,,230.1307,Dehydrobotrydienal,3288,97165-24-7
C21H28N2O8,,436.1846,Deisovalerylblastmycin; Deisovaleryl-antimycin-A3,3289,60504-95-2
C16H18O9,,354.0951,Delphoside,3290,55309-69-8
C16H24N8O5,,408.187,Demethylblasticidin-S,3291,63257-29-4
C17H18O7,,334.1053,Deoxyerythrostominol,3292,52019-71-3
C24H37N3O9S1,,543.2251,Desalicetin-2'-(4-aminosalicylate),3293,55051-88-2
C50H64O16,,920.4194,Deschlorothricin,3294,72656-14-5
C40H64B1O14,,768.4296,Devalyl-boromycin; Desvalino-boromycin,3295,70658-70-7
C23H32O5,,388.225,Dictyoceratin B,3296,
C28H36O8,,500.241,Dihydrobisvertinol,3297,
C21H20O8,,400.1158,Daunomycinol; Dihydrodaunomycinone; Leukaemomycinone D; B-112,3298,28008-51-7
C28H44O1,,396.3392,"9-Ergosta-5,7,22-trien-3b-ol; Isopyrocalciferol; 9-Ergosterol; Isopyroergocalciferol; Isopyrovitamin D2",3299,474-70-4
C6H6O4,,142.0266,Dimethylacetylenedicarboxylate; DMAD,3300,762-42-5
C10H14O3,,182.0943,Diplodialide A,3301,56020-72-5
C10H18O3,,186.1256,Diplodialide C,3302,56020-70-3
C10H16O4,,200.1049,Diplodialide D,3303,60432-30-6
C76H114N20O22S1,,1690.8137,Discodermin B; 4-D-Valinediscodermin A,3304,96156-14-8
C76H114N20O22S1,,1690.8137,Discodermin C; 5-L-Valinediscodermin A,3305,96182-34-2
C75H112N20O22S1,,1676.7981,Discodermin D; 4-D-Valine-5-L-valinediscodermin A,3306,96156-13-7
C60H80N2O21,,1164.5254,Ditrisarubicin C,3307,87385-18-0
C8H11N3O4,,213.075,Duazomycin-A; N-Acetyl DON; BA-8509A; NSC-51097; Diazamycin-A; Diazomycin-A,3308,2508-89-6
C32H34O15,,658.1898,Elloramycin E,3309,103745-24-0
C23H20O11,,472.1006,Elloramycinone; Dimethyltetracenomycin,3310,99524-25-1
C77H120N16O19,,1572.8916,Emerimicin IV; Stilbellin II; Samarosporin II; EM-4; U-40590,3311,52931-42-7
C20H30O5,,350.2093,"ent-7a,16Xi,18-Trihydroxy-19,1-kauranolide",3312,
C6H9N3O4,,187.0593,Enteromycin carboxamide,3313,
C13H17N5O8S2,,435.0519,Epi-aztreonam; SQ 26917,3314,87291-17-6
C11H18O4,,214.1205,Epicitreodiol,3315,94136-10-4
C18H16N2O6S2,,420.045,Epicorazine B,3316,69176-72-3
C7H8O3,,140.0473,Epiepoformin,3317,67772-77-4
C17H18O8,,350.1002,Epierythrostominol,3318,52079-51-3
C23H30O7,,418.1992,Epineocitreoviridinol,3319,
C19H23N3O2,,325.179,Ergometrinene; Ergobasinine; Ergonovinine,3320,479-00-5
C33H35N5O5,,581.2638,Ergotaminine,3321,639-81-6
C12H12O4,,220.0736,Eugenitin; Eugenetin; Eugenitol,3322,480-12-6
C11H15N5O4,,281.1124,"Euglenapterin; N2,N2-Dimethyl-6-(L-threo-1,2,3-trihydroxypropyl)pterin",3323,
C45H74N2O14,,866.514,Eurocidin B,3324,
C16H22N2O8S1,,402.1097,FCE 22553,3325,87407-94-1
C20H18O6,,354.1103,g-Citromycinone,3326,28553-82-4
C21H32O5,,364.225,Galbonolide B; Neorustmicin A,3327,100938-27-0
C43H52O15,,808.3306,Galtamycin,3328,
C52H72O15,,936.4871,GB-5 toxin,3329,97958-42-4
C50H70O15,,910.4715,GB-6 toxin,3330,97938-23-3
C97H139N19O17,,1842.0596,Gramicidin B2; 1-Valinegramicidin-B; VGB,3331,
C98H141N19O17,,1856.0753,Gramicidin B1; 1-L-Isoleucinegramicidin B; Isoleucyl-gramicidin B; Ile1-GB,3332,
C97H139N19O18,,1858.0546,Gramicidin C; 11-L-Tyrosinegramicidin A; Valyl-gramicidin-C; VGC,3333,9062-61-7
C59H90N12O10,,1126.6903,Gramicidin S2,3334,92278-12-1
C58H88N12O10,,1112.6746,Gramicidin S3,3335,92278-13-2
C22H44N6O10,,552.3119,Habekacin HBK,3336,51025-85-5
C58H86N2O19,,1114.5825,Hamycin; Hamycin A; 67-121B; Primamycin; Sch 16656 complex,3337,62534-55-8
C20H18N4O4,,378.1328,Hazimycin-6; Hazimicin-6,3338,84885-57-4
C58H101N13O20,,1299.7286,Herbicolin A,3339,74188-23-1
C34H63N5O10,,701.4575,Hydroxypepstatin A,3340,52329-53-0
C15H19N1O4,,277.1314,Inactone; Dehydroactidione; GS-700-III; a-Dehydrocycloheximide,3341,
C18H20O8,,364.1158,Inumakilactone A,3342,
C16H22O4,,278.1518,Isoacrostalidic acid,3343,55306-06-4
C9H12O4,,184.0736,Isoasperlactone,3344,91840-97-0
C21H38N2O8S1,,478.2349,Isocelesticetin B; Desalicetin 2'-butyrate,3345,54202-70-9
C28H36O8,,500.241,Isodihydrobisvertinol,3346,
C17H23Cl6N3O2S1,,542.9642,Isodysidenin,3347,67528-34-1
C18H16O9,,376.0794,Isomarticin,3348,19196-46-4
C17H17Cl1O6S1,,384.0434,(+)-5'-Hydroxy-1-thiogriseofulvin,3349,29262-05-3
C31H50N6O12,,698.3487,Isotriornicin,3350,81559-22-0
C49H75N11O15,,1057.5444,Iturin C II; Iturin C2; A-2822-a,3351,
C22H37N1O2,,347.2824,JM 971A,3352,92802-17-0
C21H35N1O2,,333.2668,JM 971B; Tyroscherin,3353,92802-16-9
C27H21N3O5,,467.1481,K-252a; SF 2370,3354,99533-80-9
C14H30N4O4,,318.2267,KA 6606 X,3355,81768-58-3
C44H74O17,,874.4926,Kujimycin D,3356,33956-59-1
C61H109N11O13,,1203.8206,Leucinostatin B; SF 1907II; Paecilotoxin B,3357,76663-52-0
C57H103N11O11,,1117.7839,Leucinostatin D; Paecilotoxin D,3358,108426-90-0
C47H78O13,,850.5442,Leuseramycin; 30-Deoxydianemycin; TM 531,3359,73537-10-7
C14H29N3O9,,383.1904,LL-AM 31g; AM 31g; Sorbistin B; P 2563II; GL B; GL-A2; BU-2183-B; P-2563-A; BN-186-B,3360,61371-33-3
C8H9N1O4,,183.0532,"LL-C-10037a; MT 35214; N-(4-Hydroxy-5-oxo-7-oxabicyclo[4,1,0]hept-3-en-2-yl)-acetamide",3361,93752-54-6
C15H18O6,,294.1103,LL-D253,3362,
C11H10Cl2O4,,275.9956,"LL-N-313-E; 5,7-Dichloro-3-methyl-6-methoxy-8-hydroxy-dihydroisocoumarin",3363,15815-78-8
C20H26O5,,346.178,LL-S-491-; Sphaeropsidin A,3364,38991-80-9
C23H31Cl1O3,,390.1962,LL-Z 1272a; Ilicicolin A,3365,22581-06-2
C23H31Cl1O4,,406.1911,LL-Z 1272d; Ilicicolin C; Cylindrocladin-B,3366,22562-67-0
C19H26O7,,366.1679,LL-Z 1540-3,3367,66018-40-4
C19H24O7,,364.1522,LL-Z 1640-1; 5'-Dihydroxyzearalenone-4-methyl ether; L-783279,3368,66018-37-9
C16H24O5,,296.1624,LL-Z-1271-,3369,32179-19-4
C19H24O7,,364.1522,LL-Z-1640-4; Zeaenol,3370,66018-41-5
C40H48O16,,784.2942,MA-144-U5,3371,65222-72-2
C40H50O15,,770.315,MA-144-U6,3372,65222-71-1
C34H40O13,,656.2469,MA-144-U8,3373,65222-73-3
C45H74O12,,806.518,Macrotetrolide C,3374,58339-96-1
C44H72O12,,792.5024,Macrotetrolide D,3375,
C16H12O6,,300.0634,Methyl-8-hydroxy-2-methoxy-1-xanthonecarboxylate; Mycoxanthone,3376,71339-44-1
C16H12O6,,300.0634,Methyl-8-hydroxy-3-methoxy-6-methyl-9-oxo-9H-xanthene-1-carboxylate,3377,77282-74-7
C8H7N1O5,,197.0324,Methylenaminomycin A,3378,69230-80-4
C11H13N1O6,,255.0743,Methylenaminomycin B,3379,68764-65-8
C8H9N1O5,,199.0481,Methylenaminomycin C,3380,68764-68-1
C18H26O3,,290.1882,ML-236C,3381,58889-18-2
C13H18N2O4S1,,298.0987,MM 22744; PS-5,3382,
C15H18O5,,278.1154,Illudoic acid,3383,18508-79-7
C47H71N1O17,,921.4722,Mycoheptin,3384,12609-89-1
C50H78N12O14,,1070.576,Mycosubtilin II,3385,1392-60-5
C51H80N12O14,,1084.5917,Mycosubtilin III,3386,1392-60-5
C11H10O7,,254.0427,"4,6-Dihydroxy-3-methoxy-2-(1',2'-dioxopropyl)benzoic acid",3387,
C17H25N1O4,,307.1784,N-Coronafacoylvaline,3388,91793-99-6
C26H23N3O5,,457.1638,N3-(a-L-Rhamnopyranosyl)-K 252c; K-252d,3389,
C19H24O6,,348.1573,Nagilactone A,3390,
C39H44Cl1N1O9,,705.2705,Naphthomycin B,3391,86825-88-9
C40H47N1O10,,701.32,Naphthomycin D,3392,
C40H47N1O9,,685.3251,Naphthomycin E,3393,
C15H23N1O4,,281.1627,Naramycin-B; D-73-1,3394,642-81-9
C29H26O10,,534.1526,Neocercosporin; Neosporin,3395,
C53H93N3O17,,1043.6505,Neocopiamycin A; N-Demethylcopiamycin,3396,89989-28-6
C10H10O4,,194.0579,Nidulol,3397,17811-38-0
C17H24O7,,340.1522,NT 2 Toxin; NT-2,3398,76348-84-0
C36H62O31,,990.3275,Nucleoticidin; YM 3229G,3399,87209-37-8
C13H16O4,,236.1049,6-O-Methylasparvenone,3400,56495-98-8
C15H20,,200.1565,Laurene,3401,18452-41-0
C20H31N3O7S1,,457.1883,OA 6129A,3402,82475-11-4
C20H31N3O8S1,,473.1832,OA 6129B2,3403,82475-10-3
C20H31N3O11S2,,553.14,OA 6129C,3404,82475-09-0
C61H66Cl2N8O21,,1316.372,OA-7653,3405,
C35H61N1O7,,607.4448,Pamamycin-607,3406,100905-89-3
C32H36N4O9,,620.2482,Parabactin,3407,74149-70-5
C8H10O5,,186.0528,Pentenomycin II; XB-94-F2; C-2554-AII,3408,50655-21-5
C8H10O5,,186.0528,Pentenomycin III; C 2554-AI; SF 1768-C,3409,61230-36-2
C33H61N5O9,,671.4469,Pepsidin A; Pepsinostreptin,3410,51724-57-3
C35H65N5O9,,699.4782,Pepstatin B,3411,38752-29-3
C35H65N5O9,,699.4782,Pepstatin C,3412,38752-30-6
C36H67N5O9,,713.4939,Pepstatin D,3413,
C36H67N5O9,,713.4939,Pepstatin E,3414,39711-23-4
C36H67N5O9,,713.4939,Pepstatin F,3415,40621-60-1
C37H69N5O9,,727.5095,Pepstatin G,3416,39729-45-8
C37H69N5O9,,727.5095,Pepstatin H,3417,53226-74-7
C38H71N5O9,,741.5252,Pepstatin I,3418,53226-75-8
C39H73N5O9,,755.5408,Pepstatin J,3419,53274-99-0
C32H59N5O9,,657.4313,Pepstatin PR; Pepsidin B; Pepsinostreptin P,3420,50655-19-1
C33H58O11S2,,694.3421,PF 1057-B; A 32724A,3421,89020-47-3
C35H60O12S2,,736.3526,PF 1057C,3422,89020-48-4
C33H58O11S2,,694.3421,PF 1057D; A-32724 B,3423,85537-32-2
C55H86N17O21S3,,1416.5346,Phleomycin A2,3424,52198-87-5
C27H41N1O4,,443.3036,Piericidin B2; Piericidin-K,3425,58947-76-5
C28H43N1O4,,457.3192,Piericidin B3; Piericidin-L,3426,58947-71-0
C29H45N1O4,,471.3349,Piericidin B4; Piericidin-P,3427,58966-77-1
C26H39N1O4,,429.2879,Piericidin-B; Piericidin-B1,3428,16891-54-6
C26H39N1O5,,445.2828,Piericidin-C2; Piericidin-F,3429,58947-81-2
C27H41N1O5,,459.2985,Piericidin-C3; Piericidin-C,3430,58947-84-5
C28H43N1O5,,473.3141,Piericidin-C4; Piericidin-E,3431,58947-80-1
C26H39N1O5,,445.2828,Piericidin-D1; Piericidin-G,3432,58947-82-3
C27H41N1O5,,459.2985,Piericidin-D2; Piericidin-M,3433,58947-72-1
C28H43N1O5,,473.3141,Piericidin-D3; Piericidin-J,3434,58947-75-4
C29H45N1O5,,487.3298,Piericidin-D4; Piericidin-N,3435,58947-73-2
C18H14N2O1,,274.1106,Pimprinaphine,3436,73053-85-7
C13H12N2O1,,212.095,Pimprinethine,3437,73053-81-3
C16H12O6,,300.0634,Pinselin; Cassiolin; EQ-6,3438,476-53-9
C19H22O8,,378.1315,Podolactone A,3439,
C41H60O11,,728.4136,PR 1381 (methanolate),3440,
C17H20O6,,320.126,PR 1388; Oidiolactone A,3441,90578-11-3
C35H65N5O9,,699.4782,Procidin S 735M; Pepsin inhibitor S 735M,3442,29169-91-3
C37H49N1O9,,651.3407,Protostreptovaricin II,3443,58670-65-8
C36H47N1O10,,653.32,Protostreptovaricin III,3444,58670-68-1
C37H49N1O10,,667.3356,Protostreptovaricin IV,3445,58670-67-0
C35H45N1O9,,623.3094,Protostreptovaricin V,3446,58670-66-9
C13H16N2O4S1,,296.0831,PS-7,3447,67007-79-8
C42H62N12O16,,990.4407,Pseudobactin A,3448,79438-64-5
C37H33N7O8,,703.2391,Rachelmycin; CC 1065; NSC 298223,3449,69866-21-3
C17H34N4O10,,454.2275,Ribostamycin; SF-773; 451; H-60; Vistamycin (sulfate),3450,25546-65-0
C39H49N1O14,,755.3153,Rifamycin L; Rifamycin SV 4-glycollate,3451,26117-02-2
C30H22O10,,542.1213,Rubellin B,3452,
C20H26O8,,394.1628,Rubrogliocladin,3453,4516-93-2
C50H80N8O16,,1048.5692,S 41062 F-1,3454,82029-17-2
C50H80N8O16,,1048.5692,S 41062 F-6,3455,82029-25-2
C51H82N8O16,,1062.5849,S 41062 F-7,3456,82029-26-3
C4H9N1O2,,103.0633,S-54832-A-II,3457,73666-06-5
C4H9N1O2,,103.0633,S-54832-A-III,3458,73666-07-6
C59H55N13O19S5,,1409.2341,S-54832-A-IV,3459,94588-49-5
C13H18O8,,302.1002,Salireposide,3460,
C39H45N11O13S4,,1003.2081,Saramycetin; Ro-2-7758; X-5079-C; Sch 43057; NSC-100844,3461,11130-70-4
C16H28N4O9,,420.1856,Schizokinen,3462,35418-52-1
C13H16O5,,252.0998,Sclerotinin A,3463,22377-73-7
C59H103N3O18,,1141.7237,Scopafungin; Niphimycin Ia; Nifimycin; Enhydrofungin; U 29479; Enhygrofungin,3464,11056-18-1
C4H8N1O6P1,,197.0089,"SF 2312; 1,5-Dihydroxy-2-oxopyrrolidin-3-ylphosphonic acid",3465,
C11H13N3O3,,235.0957,Siderochelin A; Siderochellin A; EM 4940A,3466,77550-87-9
C12H15N3O3,,249.1113,Siderochelin C,3467,93973-61-6
C25H29N1O5,,423.2046,Silvaticamide,3468,73606-98-1
C10H10O4,,194.0579,Silvaticol; Porriolide,3469,17811-36-8
C15H23N7O5,,381.1761,Sinefungin; RP-32232; RP-25291; A-9145; PA-1329-E1,3470,58944-73-3
C65H75N17O16S5,,1509.4181,Siomycin B,3471,61419-19-0
C70H79N19O18S5,,1633.4454,Siomycin D1,3472,61419-61-2
C71H81N19O18S5,,1647.4611,Siomycin; Siomycin-A; 6741-21; A-59-A; 21-31; Sporangiomycin; Mutabillicin,3473,12656-09-6
C20H26N2O8S2,,486.1131,Sirodesmin-A; TAN-1496-B,3474,52988-50-8
C20H26N2O8S4,,550.0572,Sirodesmin-B,3475,52988-51-9
C20H26N2O8S3,,518.0851,Sirodesmin-C,3476,52988-52-0
C20H26N2O8S4,,550.0572,Sirodesmin-D,3477,53022-74-5
C20H26N2O8S4,,550.0572,Sirodesmin-E,3478,52880-41-8
C20H26N2O8S3,,518.0851,Sirodesmin-F,3479,52918-74-8
C20H26N2O8S2,,486.1131,Sirodesmin-PL,3480,64599-26-4
C18H35N5O7,,433.2537,Sisomicin B; 66-40B; 4*-Epi-66-40-D,3481,53797-16-3
C18H35N5O7,,433.2537,Sisomicin D; 66-40D; 4*-Epi-66-40-B,3482,53759-50-5
C19H37N5O7,,447.2693,Sisomicin; Rickamicin; 66-40; Rickamycin; SCH-13475; G-52-2; Sisomycin,3483,352466-86-5
C18H24O4,,304.1675,Solanapyrone B,3484,88899-60-9
C15H16O6,,292.0947,Solaniol; F-3,3485,19295-00-2
C47H66O11,,806.4605,Sorangicin A,3486,100415-25-6
C14H16O3,,232.1099,Sorbicillin,3487,79950-85-9
C15H31N3O9,,397.206,Sorbistin A1; P 2563-I; P-2563-B; P 2563 P; GL A1; LL-AM 31; AM 31; BU-2183-A; BN-186-A,3488,60534-70-5
C12H26N2O9,,342.1638,Sorbistin C,3489,61566-57-2
C16H33N3O9,,411.2217,Sorbistin-A2; BU-2183-A2,3490,60534-69-2
C27H40O8,,492.2723,Sordarin; SL-2266,3491,
C30H41N7O6,,595.3118,SP-Chymostatin B; a-MAPI,3492,70857-49-7
C13H19N3O5S2,,361.0766,Sparsomycin; Sparsogentin; B-79-B; NSC-59729; U-19183; Sparsogenin,3493,1404-64-4
C14H24N2O7,,332.1584,Spectinomycin; Actinospectacin; U-18409; NSC-100859; MK-77; M-141; XK-43-1,3494,1695-77-8
C15H26N2O7,,346.174,Spenolimycin; Acmimycin,3495,95041-97-7
C17H37N7O4,,403.2907,Spergualin; BMG 162aF2,3496,80902-43-8
C30H51N7O7,,621.385,Spicamycin,3497,87099-85-2
C17H28O6,,328.1886,Spiculisporic acid,3498,469-77-2
C16H18N2O3,,286.1317,Spinamycin,3499,11005-60-0
C42H73N1O16,,847.4929,Spiramycin S,3500,87718-67-0
C42H71N1O16,,845.4773,Spiramycin U,3501,87708-39-2
C15H18Cl2O7,,380.043,Sporacuracin A,3502,58205-91-7
C15H32N4O4,,332.2424,Sporaricin B; KA 6606 II,3503,68743-78-2
C18H35N5O6,,417.2587,Sporaricin D; KA 6606 IV,3504,68743-81-7
